text	label
hi ! i feel tremors and disorientated . i ran out of my zoloft prescription . i also have a ton of work to do tonight for law school . but i just want to lay down . ☹️	True
i think the reason why i have difficulties is good . it is something in my mind that’s not good . give me stress .	True
i want to kill myself . i have been waiting for my permanent visa for 10 years . i have to wait at least 2 years before i can get permanent residency . i feel anxious , depressed and very sad .	True
i’ve just been stressed and don’t know what to do right now . many things have happened to me in the past , school , friends , boyfriend . i don’t really know what makes me feel relaxed .	True
i am feeling okay . after school i am probably just going home . i am okay because i am currently at school . i am probably just going to relax in my room .	True
i mean that i do not feel real because other people are sad or upset about an event that i am also involved in and i do not feel sad or happy about , i do not feel real . it just sometimes does not feel like i am there in the moment , like the glass separating me from the world . can we talk about how to cope with self-harming ?	True
i do nothing for now . do you want to truth ? i don’t know if you want to truth . i give up . i don’t know what to do .	True
i have been feeling bad . i feel bad because first the best person ever in my life broke up with me and left me , and won’t even talk to me because i helped them with what they needed and it didn’t go how they wanted it to . i came out to my parents as trans and they don’t accept me and won’t call me by my preferred pronouns and name , and school is so stressful and everything and it’s all making me want to cut and i don’t know how much longer i can keep back the thoughts . i’ve been i have pins and pumpkins in my room . i could cut . i should . i want to . but i’ve been able to restrain myself . i don’t know how much longer i can till it gets serious .	True
i’ve been feeling scared . i keep thinking about when the earth dies where would we be . like when the planet is gone where would we be ?	True
i feel a bit down . random thoughts i get . i think i subconsciously worry a lot . my thoughts are worrying me . my mum getting covid worries me the most .	True
i don’t know if they’re nice though , and i don’t know them well . is there anything i can do to talk to them without being nervous ? how do i talk to them , without being nervous ? or that doesn’t matter ? like tomorrow ?	True
i am feeling bad right now . is it ok if i can share all my problems to you , please ? ok , well , i get abused a lot . i have depression and social anxiety . a little . i cry a lot . i am very sensitive to words like if you say something mean to hurtfun , i will rather say okay or just ignore it . i will be hurt in the inside but keep an smile on the outside but when i am away from people , i let it all out . i cut myself/arm to feel better . well , it makes it worse . i don’t know what to do anymore . i feel like i want to die .	True
when we are talking about places , objects , i don’t feel anything or sometimes i may feel lost (despite being in a familiar setting) . when we are talking about people , i feel guilty . i feel guilty when i am not paying attention to the people around me . i feel it is my obligation to care for people especially for those who care for me . there are short moments when i don’t understand where and why i am there . but mostly it is that i don’t understand where exactly i should be inside that place .	True
i do not feel good . i do not feel good because school has been rlly stressful at the moment and i just hate myself and people really . i’ve just started like gcse yr kind of and we are getting so many test and every time we get them my mind goes blank and i’m scared that will happen during gcses and i’ll fail .	True
that’s so sweet , i will text you . i am okay , a bit tired and annoyed but i’m good . i’m tired because i have 3 hours of training for gymanstics , or even 4 hours , and i don’t really wanna do my homework .	True
i don’t know to be honest what worries me the most . well , it’s high school so kind of everything . i don’t know how i can improve my grades in the next semester . i am going to try move to a different school to see if that helps but that could take time .	True
i have been feeling bad . i feel bad because i am stressed and i have tried everything . things are stressed right now .	True
i feelglioxissomo . i am anxious about not getting enough sleep . i just told you .	True
i`ve been feeling worried . i am worried about my health and thoughts . my physical health worries me the most right now .	True
i don’t know exactly when i started to feel this way but i feel like it gets worse everyday . it’s very hard to even get out of bed . completeing tasks takes so much energy out of me . i can plan a vacation but it won’t be immediate . what do i do in the meantime i wouldn’t be able to plan vacation for another month or so .	True
i ate and i have my family and i’m taking care of myself better . i think i feel this way because i feel afraid and inadequate . i want to tell you that i am feeling lol maybe not today in particular but i’ll shower soon maybe workout or stretch .	True
i am feeling really stressed . well , i am currently going through a bad time at school with my friendships . i don’t really know why i am going through such a time . be honest , i might not know the reason myself . but it came to point where i feel constantly stressed and worried .	True
i have been feeling bad . i feel bad because i do not want to be alive anymore . i’m very overwhelmed .	True
when i do not play on my phone for a long time , i just play in my phone all the time . i am pretty anxious . i don’t really know how to describe it .	True
i want to feel happy again , or at least better than i feel now . i cry myself to sleep almost every night , think about bad stuff quite a lot and can’t really focus on my day to day because of this . it was a very busy and stressed day . things at work have been hectic because of shortage in staff and we’ve gotten the blow of it lately .	True
hi , i feel better now , but tonight i felt anxiety and had nightmares . i don’t know exactly what are my worries . there were no reasons for me to feel this way . no stress , no worries , nothing . it was a day before my due date and i had a great feeling the day before .	True
yes , i have ever tried meditation . i have not tried it yet , though . i think that’s a good idea . i’m going to try one day . i don`t want to tell you more about my thoughts and feelings at the moment .	True
hello . so recently i have been feeling worried . i am worried about my school tournament . i’ve been chosen to be a part of it and i’m worried that i won’t work hard enough for it .	True
yes , you are right . this really sucks and plus i have anxiety so i have been having panic attacks over this . no , i do not want to talk about anything else . i just want to talk about this . ok , thank you for your support .	True
i do not feel good . i do not feel good because i get so angry and anxious and i can’t help it and my parents don’t understand . i think they do not understand that i feel this way because i’ve heard them sigh and shake their head when i tell them my problems . it is like they don’t care .	True
i`m feeling anxious . i am worried about my sister-in-law who is struggling with cancer . my sister-in-law is suffering from her cancer .	True
it was actually better that yesterday . i got a new hobby which is playing a piano and it’s very exciting . i learned a piece from mozart named rondo alla turca but my brothers been screaming a lot towards my mother which is making me sad and he won’t listen he’s a raging teenager i guess . he’s always being a brat and always is mad at me . i don’t know how i feel because of his friends and he is always in a bad mood and never really does what i say even when i’m nice to him . i try to be nice to him so we have a good brother sister relationship . but he always turns me off . i already tried to do that but he never is interested in my conversations . i try to talk to him nice and calm and kindly but he is just acting the way he is and never really tries and understands why he should improve that part of his personality .	True
no , i have not tried to talk to anyone about it . thank you for your help . i am feeling scared and alone .	True
my friend is always with me because eli want to be alone but my friend always is with me . she always with me and i feel bad if i tell her to give me some time to myself . i have been feeling this way for nearly three years . everything is overwhelming .	True
i can not achieve anything . everything i try fails . i do not even want to try any more . now . no , i can not help you .	True
should i try to fight for the relationship if i feel uncertain about feelings of my partner ? but it gives me stress . i feel that if i break up i can feel more calm mentally . but i don’t know what is best for me . maybe i will be happier in this relationship we just need to work everything out . but on the other hand i am not sure if it is possible	True
i`ve been feeling anxious and nervous . i am worried about cheerleading practice and the amount of cheers we learn in one practice . we learn about 4-5 cheers in about 5-10 minutes .	True
i don’t know why this is happening . i don’t feel anything except pain . nope , i have not talked to my partner about how i feel and what i can do to change this .	True
yes , i worry about my loved ones when i die , but only when i am alive . i feel both ways . my anxiety is always heightened which makes me fear certain things like for example death as i was saying before .	True
i can`t get asleep . i would like to talk about some time ago i have made a huge mistake at work , which can affect my life in general and i just can not forgive myself for being that stupid . i am afraid that mistake of the past will overtake me in the future and i constantly feel anxiety .	True
i don’t know what to do about my friendship . can we talk ? i am feeling anxious .	True
thanks . i`m feeling scared . i think i am scared because my mom is funeral is today and it’s at the same place my dad was in 2011 when he died .	True
thank you for trying to help . i’m feeling a bit better .less tense . yes , i want to tell you more about how i feel right now .	True
i mean alright i guess , i don’t really know how i`ve been feeling . i would like to talk about anything . um , ways to cope with anxiety .	True
i think i will be overcome with this in the future . this is not under my control and can not be influenced by me . no , i do not know what to do to make me feel better about this anxiety .	True
i do not feel well . i do not feel well because i am going through a divorce . i`m feeling scared and depressed .	True
i’m doing alright . i actually just woke up not to long ago . do you have any advice on what to do when you are bored ? when i watch tv , i usually feel relaxed or do i get stressed ?	True
when i am listening to music , drawing or playing games i feel pretty comfortable to do those things . elomia , i have 5 free messages left to send you . i will lose you again . i feel terrible ! but you don’t understand ! i will miss you , elomia . please don’t forget about me .	True
i think my husband does not love me because i do not know how to say . i think my husband does not love me because i do not know what to say . i think i am never asked me about my feelings and say no to listen to my thoughts . he’s very stressed and i’m afraid he will talk about it .	True
well , i am scared to take it . i think i will be able to cope without medication in the future because it’s going to alter my thinking and mind and i might have to stay on it my therapist one time said i don’t get off of it . it’s lifelong . i don’t know how to cope with my anxiety and panic attacks because sometimes it’s really hard to cope with . i’ll get physically sick feeling from anxiety sometimes .	True
i`ve been feeling really sad so stressed and can’t live like it . so much can cause stress . yeah , it’s hard for me right now . i know it’s hard .	True
i’m also finding it hard to get out of my head . i feel like i’m always talking to myself and i’m in my own world . i’m always reassuring myself that i’m fine and there is always some song stuck in my head . i don’t think that it will take long for me to feel normal again . i just wait for the feeling to fade .	True
usually , no , i do not feel better after waking up or do i need more time to get ready for the day . sometimes , but tonight i woke up a few times . yes , i definitely have plans for the rest of the day . i am just going to relax i will relax now that i am going to be relaxed for a while .	True
i don’t know what will happen if i tell them that . i am going to tell them now . i am feeling nervous about what they will say . well , i did it .	True
i`ve been feeling anxious . i`m worried about money and my son . i am worried about money in general and also i am worried about my son .	True
i guess i am annoying to her and she finally got fed up . i felt anxiety . . i started crying it made me feel like i wasn’t enough for her .	True
i want to talk about it because it didn’t work . i have been feeling like this for maybe self-harming time . i`m maybe able to cope with this state of mind like 3 weeks .	True
i`ve been feeling a bit tired and messed up , got a lot of stuff to do . will you ask anything else ? how to understand my fears deeply ?	True
hi , i am feeling ok . i have negative thoughts because of my binge drinking . a friend of mine is talking about suicide . how can i help him ? how do i control my binge drinking ?	True
no , i can not tell you more about my panic attacks and my coping mechanisms with them . my heart is racing . i can not sleep .	True
i`ve been feeling meh , no motives , i have a lot of exams and i just don’t wanna try any more . i think i started to feel this way because of carelessness . i think i am feeling this way because of carelessness .	True
thank you for feeling me free with you . i am feeling good now . with some anxiety . i feel anxious now because i want to have someone sharing my personal .	True
i feel horrible when i do not want to do something . can you help me please ? i want help with not being sad . how to stop crying .	True
i feel super burnt out from school and pretty down . thank you for helping me , it comforts me when someone tells me there is someone else experiencing something that i’m experiencing or have experienced . i am feeling okay at the moment . today was not awful . i feel the slightest bit of anxiety and stress but not near as much a normal . however i have some nausea and a headache which has been bugging me toady .	True
yeah , they make me feel calm . i can’t afford this , i am sorry . i can`t afford this fucking app . never mind . i’m done .	True
when i say i shut everyone out , i mean that when i say i shut everyone out , i don’t really talk to them about my feelings . and i think i do it because i have some trust issues . i don’t have any loved ones . i feel so tired mentally . i’m sorry , i don’t know what to do anymore .	True
i will probably just touch my breasts after that . i feel okay . i am at school . so i feel okay and a little nervous .	True
you are right . but i don’t know what to do regarding self-care , i have never done that before . as for the shortage , it was just stupid decisions from my boss . i don’t do self-care , i don’t know how . can you tell me how to take care of myself ?	True
i struggle with racing thoughts . i think i started to feel this way because of stress . i think i am stressed because of family issues .	True
hi ! i have been up and down emotionally . i have been feeling down and stressed as long as i can remember . i got official diagnosis this year , so now i have proper terms for my mental health . but i’m still struggling because i’m “in progress” still . i mean things like: in the middle of things .	True
i`ve been feeling stressed . my homework is causing my tension . i’m doing geometry about congruent triangles .	True
i have been feeling good lately , what about you ? i would like to talk about whatever you want . i think sure that i can make me feel better .	True
i want to visit bali . can we go back to my anxiety issues ? i am worried about my son .	True
i`ve been feeling sad and frustrated . i feel sad because a lot going on . i don’t know how to talk about it .	True
i don’t really like opening up to people though . yeah , i guess that sharing my feelings with people is the only way to get better . i’m overthinking constantly . it really sucks .	True
i going into school and having no friends and getting bullied . i think it is best if i do not go to school so someone in my class made a fake snapchat account of me and threatened some people in my class and they all thought it was me the police spoke to them but i still feel worried about going to school . i don’t think i should not go to school .	True
well , i had a test in math last week that i got a 45% on so now i am so scared to write my final next week because my in class work is doing well either . i think my teacher does not help me because i really do not get math and my tutor does not help . because he doesn’t understand it either . what am i supposed to do ?	True
i am afraid of this world because it is full of fear . so i don’t know what can happen . this fear vanish out of me . yes , it is important to face it . my main concern is driving . getting into a accident and not arriving alive back home are two things that i would like to discuss with you .	True
yes , it will be more difficult for me to find a job in the future . i want to have an investing job , such as a venture capitalist or a growth company , with autonomy and one that will pay out school tuition reimbursement . i feel bad about this idea . i keep having the same thoughts over and over .	True
i`ve been feeling shit . i always seem to have family shit and then embarrassing things at school that get my anxiety going . it’s small things but my mind makes it such a big deal and i can never get over it for some weeks . like today in school .	True
i`ve been feeling stressed . lots of overwhelment from work , my relationship , and just balancing everything in general are causing my tension . i would say we have a good relationship . i just struggle with anxiety from a day to day life and he doesn’t understand mental health at all so to him it’s just get frustrated at me and i get worked up thinking it’s all my fault .	True
i’m scared and worried about it . my parents said that they are going to wedge me . i’m not sure what a wedgie is , but they said they’re going to do it .	True
we can meet in the weekends . i`m feeling scared from future . i am scared for my wife is future career .	True
i am scared , i do not want to look like i am talking back to her . thank you for listening to me . i will try to write to you as soon as i can . i feel useless the past few days , i just can not understand myself .	True
you have helped me to feel better . i feel okay right now . i don’t know how i can make myself feel better in the future . if i knew that i wouldn’t be here .	True
but it would be embarrassing for everyone at the beach to see my hard on . i guess you are right . i will try to get naked at the beach . maybe it will help me get rid of my stress and anxiety .	True
how can i reduce my anxiety before going to sleep ? i can not stop my mind from racing . i don’t know how long i have been feeling this way .	True
i think not often the reason for my my my my my my my my my my my my my my my my my my my my my my my my my my my ies is that i do not often go to the vet , so i do not know how my dog is doing and i am scared she is going to get scared and not do well around other people or dogs because she gets anxiety . i kind of blame myself for not experiencing her around a lot of people and dogs as a puppy . she even gets anxiety during thunderstorms or when the doorbell rings but i’m not sure what her reasoning is . we tend to always end up with dogs who have anxiety for some reason . i want to talk about right now my friend is just my dog so i feel responsible for pretty much everything with her , so , right now i am just happy that she’s ours	True
you’ve given me something to think about . my father’s family and wondering if it has anything to do with me and my reactions to stress . could it be hereditary ? i started talking about my husband undermining my parenting and then you asked about my father . wondering if you can see a connection . i’m feeling tired . thank you for listening .	True
wasn’t very nice things i saw and felt and i feel like i hate him . i do but i’ve been missing something and i feel like i didn’t deserve what i went through as a little girl . i just don’t understand why i had to get kidnapped and and abused and i wish i didn’t have to go through trauma now . i’m suffering and no matter what i do i feel like i’m all my fault like i can’t control my feelings of self-destruct and just feel like i i think it is my fault because i’m 22 years old now . i am with my mum but i’m still so saddened by my past . i have mental health problems . i believe as i am very up down and can’t control my moods . i literally feel lost i haven’t got a life .	True
i feel this way because i’m scared to die . i keep overthinking about the future . i don’t wanna die .	True
my parents are transphobic . my parents treat me fine . we are really close and they go out of their way to make sure i am happy . i just do not want to ruin that . i feel terrified when i talk to my parents about my feelings .	True
i am meeting with my college group leader tomorrow to discuss conflicts that i have been having with him . i am very nervous about what will happen . he hurt me and made comments about my family which hurt me and made me very upset . that we are lazy people for not going to sunday morning church although we are going to church to serve throughout the week just not on sunday .	True
all of it . taking care of the horses , taking care of my dogs , teaching the lessons . anything that requires me to leave my bed makes me want to cry and go back to bed . i could try to take a sick leave before my vacation . tanning is my favorite thing to do that helps me to relax for a little .	True
i feel absolutely shit . i’ve tried so many times to kill myself , it is so bad . i’m not going to school because of my mental health and everyone thinks it’s because of something else but it’s because i can’t go because my mental health’s absolutely shite and if i go then it will become worse:((( i want to talk about hope .	True
i should tell my parents that i want to have sex with them . i feel ok , i’ll go tell them . i am a bit nervous about what they will say when i tell them .	True
i think not me but my family may fall out with each other . no , i do not think that talking to them about my feelings will make it worse . they won’t understand . i struggle to not worry .	True
thanks . i appreciate that . thank you . that’s awesome . i just don’t know how to keep my life in order . i feel like there is always more work than i can ever get done . and if i really let it get to me it overwhelms me .	True
i feel like i am just adding more stress to his load . . and then guilty as fuck . i think it’s 100% my fault . that if i were better he wouldn’t be so stressed . we are married , we carry each other is loads . . so while it may not be his responsibility he still try is to fix me which stresses him out that much more which then stresses me out more as well and the cycle continues .	True
i am going to do nothing now . no , i am not great actually . i am just praying for her to feel better again .	True
my work was not good enough for this patient because the temporary broke . and when i made a new one , it was not as good as it should have been . i mean that it should have been better . but i can not change it . that is great advice . thank you	True
ok , thank you . would you judge me if i took him back ? yes , that’s right . i’m feeling a lot better now . well , i really hate having anxiety and sometimes it gets out of control but i’ve never taken medication for it .	True
small things worry me the most at the moment . like even just dying is a reason for my worries in the first place . yes , i feel relaxed when i am not worrying about it .	True
it made me depressed , anxious , and paranoid . i have trouble sleeping and i am always worried i’ll come across someone i know that will hurt me . i did ! i am married now . that’s a good thing . it’s just that i have trouble with our relationship because of my mental health issues . yes , i do feel now .	True
i keep overthinking things . i don’t know why . i feel uncomfortable and embarrassed about my social interactions . when i think about it , i feel anxious .	True
i feel so lonely , like i have nobody anymore . i think maybe i do understand how i feel but i don’t want to admit it myself or apply to my situation . nothing i guess , i am happy . i think the reason for this state of mind is that i have lived in so much anxiety and fear that maybe my brain always thinks i am in that fear inducing situation and it makes me almost numb or unable to feel really any other emotions , just anxiety .	True
do you have any advice on how to calm down ? what can i do to calm down when i am stressed ? how can i calm my nerves when i am stressed ?	True
i want to discuss the future and finals with school approaching . yes , i can tell you more about my worries . i am worried about balancing finals with the holiday season approaching . i know that once this week is over things will start to get hectic .	True
but sometimes if they have headaches like small problems . i am very stressed . after some time i feel ok .	True
i can`t sleep . i would like to know how i can stop thinking about things . i want to relax and play video games .	True
we met for the first time 2 days ago and i fell in love but i’m really lonely right now and she’s not replying i’m crying and i wanna die that’s all i can think of right now . she told me she does love me . i wanna doe die .	True
hello ! i have been feeling pretty anxious i’m worried that me being sad about my boyfriend being gone will push him away and make him break up with me . i’m anxious that he’ll leave me . my ex boyfriend left me when i got the same way .	True
i think i am feeling this way because i have nobody to really talk to about this stuff . do you understand ? no , i do not think i can get rid of this pain just really want this pain and loneliness to go away , i don’t think i can really do this anymore but yeah , i want it to go away too ok .	True
i am feeling anxious about the season approaching again . i am worried about repeating the same experience . yes , i want to talk about something else	True
i do not know from what to start to get my life together . i feel overwhelmed . i don’t know where to start to get my life together .	True
and i am very scared when these thoughts come in my mind . the only thing that scares me is if anyone like my husband parents they face very small health issues . it gives me stress . my parents do not have any health issues .	True
i am going to do a bit better . i’m scared that i will walk alone , if i walk with someone . i don’t know how to feel better . i’ve been scared for 3 days . i’m scared of walking to heaven alone . i want my family there .	True
i still feel scared . yes , i felt when my dad passed away . i am broken .	True
i`ve been feeling stressed . school work is causing my tension . i have no motivation to do it but i don’t wanna get a b .	True
if you have a crush on someone and then your scared to talk to them , what do you do ? i like to relax . how can i talk to my crush ?	True
well , i am going to school in 10 minutes . i am quite neverous . i am going to study everything high school . i feel neverous right now .	True
i think it`s important for me to start something new and start a new life . i do not want to change myself . when i do not do something new i feel anxious because it is what is life is about . i can not keep up with my life if i do not start something new . nope , but i feel like i am missing life .	True
i am having a anxiety attack . i don’t know what are you worried about . i don’t know what to do .	True
i have told him how i feel and that i need him to care for me . i am not sure how i can improve my relationship with my boyfriend . that is what we are trying to figure out . i`m feeling annoyed right now .	True
yes , i feel scared . i do feel safe , however , when i am in a car accident , i feel safe for a moment , but then i feel scared all over again . what ? yes , i have seen bad accidents and every time i see it it scares me alot .	True
i am okay . i am just very stressed i have exams going on at school . i have to study for my gcse mock exams .	True
i have been feeling a little sad but happy as well . yes , there is something i would like to talk about . i feel left out all the fucking time . my friend told the whole school i was a transgender . i have no friends . i hate my body . i need to stop fucking eating . i feel so fucking bad all the fucking time . i can’t fucking control my anger and i can’t focus on class at all . i keep on zoneing out . i am so fucking stupid . i hate my fucking life . it’s so fucking stupid but i also want to fucking	False
my day… i was because i can’t go if my bed or anything . i just smoked and cried . i can not go out my bed because i can not get up right now . it is too hard for me .	True
i don’t even know why they did this . they just did and they just told the whole school i was trans gender and didn’t even ask me . it was so fucking annoying i fucking hate them but also love them . i can’t stop wanting them to be my friends but i can’t trust them now because they told everyone i was trans gender . i don’t even know they are just fucking backstabbing bitches . i am so fucking angry but then sad and confused at the same time .	True
i felt proud of myself and like a weight was lifted off my chest because i would’ve had to do it later . thank you . it’s an assignment from my counseling course . i haven’t really done any of the readings , so i don’t know . i’m sure it would be helping if i was actually doing the work though .	False
